0	51.96
0.005	-6.64
0.01	-250.78
0.015	-13.96
0.02	81.25
0.025	-194.63
0.03	-94.53
0.035	139.85
0.04	-106.74
0.045	-162.89
0.05	120.32
0.055	76.37
0.06	-145.80
0.065	122.76
0.07	215.53
0.075	-62.79
0.08	29.98
0.085	235.07
0.09	-40.82
0.095	-162.89
0.1	100.79
0.105	25.10
0.11	-233.69
0.115	-4.20
0.12	95.90
0.125	-189.75
0.13	-101.85
0.135	147.17
0.14	-92.09
0.145	-209.28
0.15	-65.23
0.155	-314.26
0.16	-570.61
0.165	20.22
0.17	891.81
0.175	1729.20
0.18	2791.30
0.185	2854.70
0.19	2857.20
0.195	2315.20
0.2	1580.30
0.205	738.00
0.21	-6.64
0.215	-45.70
0.22	-70.12
0.225	-404.59
0.23	-365.53
0.235	-167.77
0.24	-416.80
0.245	-514.46
0.25	-245.90
0.255	-309.38
0.26	-555.96
0.265	-297.17
0.27	-194.63
0.275	-455.86
0.28	-350.88
0.285	-84.76
0.29	-299.61
0.295	-370.41
0.3	-79.88
0.305	-136.03
0.31	-355.76
0.315	-121.39
0.32	-13.96
0.325	-265.43
0.33	-160.45
0.335	95.90
0.34	-106.74
0.345	-167.77
0.35	112.99
0.355	81.25
0.36	-136.03
0.365	112.99
0.37	242.39
0.375	-28.61
0.38	86.14
0.385	347.37
0.39	127.64
0.395	59.28
0.4	322.96
0.405	286.34
0.41	32.43
0.415	266.80
0.42	357.14
0.425	71.49
0.43	147.17
0.435	376.67
0.44	134.97
0.445	29.98
0.45	269.25
0.455	191.12
0.46	-82.32
0.465	112.99
0.47	183.79
0.475	-143.36
0.48	-89.65
0.485	105.67
0.49	-162.89
0.495	-277.64
0.5	-21.29
0.505	-101.85
0.51	-360.65
0.515	-143.36
0.52	-38.38
0.525	-341.12
0.53	-262.99
0.535	-9.08
0.54	-223.93
0.545	-321.58
0.55	-50.58
0.555	-96.97
0.56	-348.44
0.565	-121.39
0.57	-9.08
0.575	-287.40
0.58	-204.39
0.585	49.52
0.59	-175.10
0.595	-260.55
0.6	12.89
0.605	-26.17
0.61	-297.17
0.615	-55.47
0.62	51.96
0.625	-236.13
0.63	-145.80
0.635	83.70
0.64	-131.15
0.645	-231.25
0.65	27.54
0.655	-45.70
0.66	-297.17
0.665	-70.12
0.67	20.22
0.675	-248.34
0.68	-172.66
0.685	54.40
0.69	-162.89
0.695	-258.11
0.7	20.22
0.705	-38.38
0.71	-294.73
0.715	-57.91
0.72	47.07
0.725	-236.13
0.73	-150.68
0.735	83.70
0.74	-133.59
0.745	-228.81
0.75	51.96
0.755	-11.52
0.76	-282.52
0.765	-43.26
0.77	69.05
0.775	-204.39
0.78	-118.94
0.785	117.88
0.79	-96.97
0.795	-194.63
0.8	69.05
0.805	49.52
0.81	-209.28
0.815	61.72
0.82	208.21
0.825	-57.91
0.83	20.22
0.835	276.57
0.84	51.96
0.845	-87.21
0.85	156.94
0.855	54.40
0.86	-228.81
0.865	-6.64
0.87	98.34
0.875	-182.42
0.88	-109.18
0.885	127.64
0.89	-89.65
0.895	-204.39
0.9	54.40
0.905	-11.52
0.91	-346.00
0.915	-324.03
0.92	-314.26
0.925	-450.98
0.93	203.33
0.935	1460.70
0.94	2390.90
0.945	2852.30
0.95	2862.10
0.955	2852.30
0.96	1751.20
0.965	1021.20
0.97	498.74
0.975	-153.12
0.98	-258.11
0.985	-96.97
0.99	-348.44
0.995	-485.16
1	-248.34
1.005	-316.70
1.01	-573.05
1.015	-350.88
1.02	-216.60
1.025	-485.16
1.03	-407.03
1.035	-145.80
1.04	-338.67
1.045	-431.45
1.05	-153.12
1.055	-158.01
1.06	-414.36
1.065	-172.66
1.07	-48.14
1.075	-304.49
1.08	-216.60
1.085	42.19
1.09	-155.57
1.095	-241.02
1.1	44.63
1.105	32.43
1.11	-211.72
1.115	20.22
1.12	161.82
1.125	-96.97
1.13	-4.20
1.135	261.92
1.14	71.49
1.145	-28.61
1.15	247.27
1.155	230.18
1.16	-26.17
1.165	210.65
1.17	318.07
1.175	54.40
1.18	117.88
1.185	362.02
1.19	147.17
1.195	22.66
1.2	283.89
1.205	235.07
1.21	-67.67
1.215	134.97
1.22	225.30
1.225	-92.09
1.23	-57.91
1.235	149.61
1.24	-89.65
1.245	-250.78
1.25	-6.64
1.255	-84.76
1.26	-375.30
1.265	-158.01
1.27	-62.79
1.275	-350.88
1.28	-299.61
1.285	-43.26
1.29	-250.78
1.295	-375.30
1.3	-94.53
1.305	-133.59
1.31	-382.62
1.315	-155.57
1.32	-31.05
1.325	-299.61
1.33	-231.25
1.335	32.43
1.34	-189.75
1.345	-294.73
1.35	-6.64
1.355	-40.82
1.36	-309.38
1.365	-99.41
1.37	39.75
1.375	-241.02
1.38	-179.98
1.385	64.16
1.39	-145.80
1.395	-270.31
1.4	-4.20
1.405	-48.14
1.41	-316.70
1.415	-84.76
1.42	20.22
1.425	-250.78
1.43	-199.51
1.435	51.96
1.44	-165.33
1.445	-280.08
1.45	-13.96
1.455	-45.70
1.46	-309.38
1.465	-89.65
1.47	22.66
1.475	-248.34
1.48	-197.07
1.485	61.72
1.49	-140.92
1.495	-267.87
1.5	-9.08
